Job Title,Job Rating,Time,Job Status,Pros,Cons,Company_Name
Paid Search Account Manager,2.0,2016-12-08,"Current employee, more than 1 year","Pay is typically higher than the marketBenefits aren't that unbelievable, but goodFellow Individual Contributors are great people",Middle management is completely clueless due to lack of experience. Opportunity for advancement/visibility is granted primarily to femalesPromotions are based on who managers have a previous friendship with.Bing has consistently missed their targets this year,MicroSoft
Global Alliance Manager,5.0,2014-07-29,"Former employee, more than 5 years","Great company and culture, ability to  work cross group and get close to product groups . I was able to create the job I would like !","Working for Microsoft Corporation but with the status ""Regional Guest Employee"" in another subsidiary,  my compensation and advancement stalled during my international assignment !",MicroSoft
Business Process Architect,3.0,2015-06-03,"Former employee, more than 3 years","extraordinary set of colleagues who are serious about what they do and how they do it. they are consistently professional, dedicated to their profession, and hard workers.","extraordinarily bad senior management. the company is currently without direction. layoffs have focused on retaining the ""yes"" people and letting go the naysayers, under the guise of ""business reasons.""",MicroSoft
Inside Opportunity Executive,5.0,2016-09-22,"Current employee, more than 1 year","Excellent compensation, comfortable environment, promotes a learning and growth obsessed mindset, excellent work life balance, welcoming and fun place to work, personal and professional growth really valued","This location is a bit of a ""start up"" for Microsoft and a lot of the processes are not set and streamlined which can cause confusion. Lower pay than field employees.",MicroSoft
Prduct Manager,5.0,2009-12-24,Former employee,1. Flexible time off2. Empowerment3. Huge customer base4. Funds usually available for projects.5. Awesome Benefits,1. Focus tends to be more on the short term and this maybe group specific.2. You need to be a very squeeky wheel and very loud to be in the good books of management.,MicroSoft
"Senior, Software Engineer",5.0,2014-03-23,"Current employee, more than 5 years","At Microsoft, you can work in close partnership with multiple OEM's, H/W vendors and chip manufacturers, and write software which can make a real big difference for a device that is coming 23 years down the line. Which other company cares about enterprise performance on 1000 CPU machine?",Worklife balance gets naturally screwedup as there are tons of smart people in the company and competition is always stronger in case you need to grow fast.,MicroSoft
Product Support,5.0,2016-12-16,"Former employee, more than 8 years","Such a buzzing environment, never a dull moment, great incentives, good support, great employees,Management very understanding and forgiving, they give insightful tuition and feedback based on necessary improvement to become an asset to the organisation, they know where and how to make the improvements. Good relocation package from the United Kingdom, office has everything required to make job easier, good social environment.","Can't think of any, my time at Microsoft were the best days I have ever encountered",MicroSoft
Software Design Engineer (Sde),3.0,2017-04-16,"Former employee, more than 3 years",Great teams and people.There were some orgs that had more politics than others. People are open to discussion and culture is pretty good.,"If you're passionate and talented, you might very likely be over used and over worked to the point of work out my lead drove me out.",MicroSoft
Senior Strategy Manager,5.0,2019-07-28,"Current employee, less than 1 year","Incredible resources, great product strategy, competent leadership, and all around awesome place to be.","Given its size, experience is highly dependent on your personal team. There is also a slow pace to the organization from a decision making perspective given the number of people involved in many decisions. Similar to most large companies, some mid level leaders who are less ambitious and “parked”, therefore can make for challenging dynamics on some teams.",MicroSoft
Rsde,3.0,2020-10-16,"Current employee, more than 5 years","The worklife balance is great, benefits are competitive, lots of areas you could potentially work on. Genuine efforts to help women advance in their careers.",It could be very difficult to fitin unless you figure out how to be part of well established cliques that have been allowed to form based on ethnicity.,MicroSoft
Senior Client Advisor,4.0,2020-11-04,"Former employee, more than 3 years","Great leadership, Innovative, ability to impact clients' business success","Some middle management desire to control vs enable. That is, for experienced people you may end up working for someone without your specific teams' skills, and so the idea of innovating and improving, if it deviates from the manager's understanding may have a lot of resistance.",MicroSoft
Partner Technology Strategist,2.0,2021-10-19,"Current employee, more than 3 years",Pay and benefits are amazing.,"Culture promotes silos, managers are ineffective, woke culture is toxic.",MicroSoft
Senior User Experience Desingner,4.0,2014-09-04,"Current employee, more than 3 years",Microsoft cares about your work/life balance and does a great job keeping you happy.,"Very difficult to work on a remote team. If you're outside Redmond, you bang into the ceiling very quickly.",MicroSoft
Business Operational Manager (Customer Service),2.0,2015-03-18,Former employee,"Benefits, exciting products, and talented people. A challenging place to work but its very rewording because you will learn so much from the work you are doing and others.",Their performance model is like a lottery ticket.  Doing your best work is not good enough and you have to campaign yourself all the time. A constant comparison/competitive within. People have their own personal agendas which may conflict with the company/department objectives and goals.,MicroSoft
Bdm,1.0,2015-05-12,Former employee,"Besides of tons of training available mostly videos and PowerPoint decks, nothing that is worth.","It is a decadent company, whose employees are only worried about their careers and compansation. The dog eat dog culture is still there although the calibration process is not there anymore. Management is snobish and you need to kiss high if you want to grow in your career.",MicroSoft
Brand Marketing Strategist/Consultant,4.0,2015-09-15,"Former employee, more than 1 year",You learn from the best of the best  and if you are in the right group  you learn from each other.,"As a Creative, it was hard at review time  Creative KPI's are somewhat intangible  which makes it hard to prove your value add to the company.",MicroSoft
Content Publishing Manager,4.0,2016-12-21,"Former employee, more than 10 years",A large company means you can get a lot of experience either in one particular discipline or in several. The sky's the limit for motivated individuals.,"The competitive nature of the review model. Though teamwork is valued, there's always an underlying pressure to do better than your peers. That's a disconnect.",MicroSoft
Factory Repair Manager,3.0,2017-11-27,"Former employee, more than 1 year","Great salary, benefits, and culture",There were times when it was harder than it should be to find the right owner for decisions regarding processes that crossed organizational boundaries. There was also many times where decisions were made that impacted my specific job and/or area of the company that didn't seem logical or make good business sense.,MicroSoft
Bing Team,1.0,2021-10-11,"Former employee, more than 5 years",Money. Benefits. Prestige I guess? Struggling to come up with more.,"Political, like no other place. Incompetent but popular people get awarded and promoted. Pseudodiversity initiatives. Strong cancel culture. The old guard can do no wrong. Stack ranking? Very much alive despite their protests. Favorite child one day, pariah the next. Nothing but bad memories. I have nothing but ill will. And they missed every opportunity to make their Search engine a contender. QBRs, snapshots. 1:1s, all the fake diversity initiatives that change nothing.  Wish I had the time back.",MicroSoft
Data Scientiist,2.0,2014-03-05,"Former employee, more than 1 year",Compensation was good.  Job security.   Data at large scale means there's potential to do some interesting work.,"Difficult to impossible to do meaningful interesting work.   Physical and process infrastructure is so slow and so much contention for the few interesting projects that it's all about positioning, rarely about doing good work.  In my area software engineering as applied to big data problems not being able to use opensource technologies means your skill set will quickly become obsolete.",MicroSoft
Senior Channel Marketing Manager,5.0,2015-05-24,"Current employee, more than 8 years","Incredible scale, fast paced, smart people to work with, challenging.    Great to be exposed to so many areas and able to try so many things in the same company.","Can have challenging work life balance if you are not someone who can take it upon yourself to manage priorities.   Management has improved vastly in recent years, but still varies by team.",MicroSoft
Field Support Specialist,4.0,2017-02-07,"Current employee, more than 3 years","Fast paced, excellent pay and benefits, interesting work, ability to make an impact since the org is still so new.","Worklife balance can be difficult to manage, org is still very immature and is going through some growing pains, org is still learning how to work together and not in silos.",MicroSoft
Territory Account Manager,4.0,2017-09-21,"Former employee, more than 3 years","Great pay, benefits, and experience. Many locations with lots of opportunities for movement. Depending on your manager it can be a great place. There is a wellness fund you can use to buy fitness related items that is $800.","Consistent layoffs, high stress, lack of work life balance. If you get a bad manager you will be micromanaged and have no growth.  The environment is very political and cut throat.",MicroSoft
Customer Experience Manager,3.0,2017-12-03,"Current employee, more than 5 years","The benefits are good, the trips are fun,  and you meet cool people.","Had to move across the country to get promoted at all, the benefits have decreased in recent years,  and I can't even afford a car when I live alone with two dogs.",MicroSoft
Legal,5.0,2021-05-20,Current employee,Microsoft has been a great place to work so far and I feel supported and encouraged to expand my skill set here. The great thing about Microsoft is that you are encouraged to try new areas and work in different groups to continue growing and keeping your curiosity.,"The only downside is that the base compensation and stock is lower than other tech companies, including Facebook and Google. However, that can be remedied as you move up in the company.",MicroSoft
Operations Program Manager Ii,4.0,2012-04-19,Current employee,"Work with very smart people, learn a ton each day every day, always too many problems to solve and work on, never bored, I love that I control my own schedule for the most part.","Highly competitive, highly political atmosphere, we need more performance and delivery based performance rewards and recognition vs whatever is the latest thing",MicroSoft
Global Staffing Operations Program Manager,5.0,2014-05-21,"Former employee, more than 10 years",MS is an incredible company with numerous highly sophisticated internal resources available to help you achieve your goals.,"As Companies go, I'm not going to through a stone here.... the overall experience there is vastly up to the individual and their ability to manage their career.  If you are ready to manage your career proactively, the tools, processes and people are there to help.",MicroSoft
Test Lead Ii,5.0,2014-07-14,"Former employee, more than 5 years","Whatever be the outside impression of Microsoft, I should admit Microsoft treated me very well as its employee. I was very happy with the several perks, matching programs, review processes, training sessions, health insurance etc etc. Microsoft matches up to 12,000 dollars for out contributions to any nonprofit organizations. HSA program is the best in the Bay Area.",You will be stuck at using mostly Microsoft internal tools. Opensource and latest technology in the market will be hard to use.,MicroSoft
Industry Marketing Manager,5.0,2014-09-17,"Former employee, more than 3 years","I enjoyed working in an environment where everyone on the team had an immense amount of pride and dedication to the product.  Very supportive management, generous salary and perks, and Microsoft has global brand recognition.","The stack ranking system which is now gone.  Also a necessary negative when working with any large corporation, is the amount of time required for meetings, training, and paperwork not related to the product.",MicroSoft
Marketing Communications,4.0,2014-09-29,"Current employee, more than 10 years",Good training and getting better support for the discipline. Good overall benefits for employees but fewer jobs available now due to restructuring. Topnotch people who are smart and dedicated to their roles. Always exciting challenges to work on.,Large company that doesn't always know what the right hand is doing. Each group has its own culture.,MicroSoft
Senior Content Project Manager,4.0,2014-11-19,"Current employee, more than 10 years","Microsoft offers the best of everything, and you'll have the opportunity to work on worldclass problems to create world class solutions where ever you work. Amazing smart people.","Its big, it can be tough, and it isn't always a clear path in terms of work or your career path. Often you not the first to market.",MicroSoft
Recruiting Coordinator,3.0,2017-01-11,Current employee,"I like that I have learned a lot, there is always free food, it is interesting to work at such a high volume and some of the people I work with are very nice","It seems like most people they hire as contract workers do not get hired on full time, since there are so many people, everyone has one job and it becomes repetitive because people do it over and over again. Little opportunity to try new things",MicroSoft
Senior Csa Manager,5.0,2021-03-19,"Current employee, more than 10 years",Microsoft is one of the top companies on the planet because it is full of smart people and has very strong leadership team that is committed to truly trying to have a diverse and inclusive environment.,"All serious leadership positions are in Redmond, wish that they would open more up outside of Redmond Washington...",MicroSoft
Production Technician,4.0,2015-06-09,"Current employee, more than 1 year","Great teams of people. There is definitely a lot of people to learn from. Good atmosphere. Some perks in the office, but most importantly....free soda!","Tiny fish in a big pond. Company is massive, so often the individual employee is forgotten. It is hard to communicate to the higher ups. The presence of an older company model is still felt.",MicroSoft
Desktop Technician,5.0,2020-10-31,Former employee,Really positive work environment with encouragement to grow! My coworkers taught me and encouraged me on the job. My boss and manager always took the time to show me my mistakes and help me grow from them. Microsoft even provided a bus pass to help save expenses for transportation.,"Very big campus, when I first started I was lost often. Quite a few social events, if you are not comfortable with meeting a lot of people might be excessive.",MicroSoft
Support Practice Manager,2.0,2014-04-30,"Former employee, more than 10 years","The benefits early on, fast paced, technology","Company lost their way, stack ranking, firing of employees just to meet a number that upper mgmt wanted to trim, then hire to replace them.Stock poor performance for over 12 yearsNew benefits packagegood ole boy network",MicroSoft
Data Analytics Manager,5.0,2021-04-28,"Current employee, more than 3 years","worklife balance, lot of opportunities to grow and move around, cares about employees","tools and technologies can become overwhelming, no proper support for internal employees in any tech or tool related questions, you have to still reach outside to get them clarified if you're stuck somewhere",MicroSoft
"Vp- Senior Manager, Risk Management",4.0,2021-10-23,Current employee,Work FlexibilityGood pay and benefits,Office PoliticsManagers with legacy culture,MicroSoft
Sr. Technical Writer,5.0,2022-07-15,"Current employee, more than 10 years","Feel proud to work for a company that is so invested in D&I and sustainability. And they added travel expenses to our health plan for states that don't give women freedom over their bodies. 90% of people I work with are bright, responsive, truly care about the customer. And all but one of my managers have been excellent.","Some of the tools we are required to use cause roadblocks, but I understand that they are important to ensure privacy.",MicroSoft
Senor Marketing Manager,2.0,2010-04-03,Current employee,The benefits package at Microsoft is very good.  The scope of the work can be very broad and truly international.,"Microsoft is a large organization which can result in complex, long and political decision making.  This can be frustrating as an intuitive owner.  True decision making power exists only at the upper management level.",MicroSoft
Principal - Service Engineer,3.0,2011-12-14,Current employee,"Opportunity to work on and with some great products. Very capable, high quality people.  High professional standards.  Great place for someone interested in global business.",Calibration based evaluation process that drives unhealthy competition among team members.  You have to know how to navigate in large scale company to succeed.  Constant rush  not much time for creative thinking. Some important innovation is not happening here.,MicroSoft
Senior Content Manager,4.0,2015-03-08,"Current employee, more than 10 years","Solid salary, nice benefits package, most groups have reasonable work life balance, smart people, lots of opportunity","As much as things have changed, there's still a lot of old thinking going on. Stagnant management corps. Also are any of their major businesses still relevant?",MicroSoft
Sharepoint Developer,4.0,2016-07-03,"Former employee, less than 1 year",Easy to work with.  Flexible schedule.  Able to work remotely.  Pays well and on time.,"Being a contractor, you will always be reminded that you are not an FTE.  Understandable and usually offset in my experience by the people you are working with are decent people.",MicroSoft
Senior Strategist,2.0,2017-09-28,"Current employee, more than 10 years","If you like stasis, indecision, and lack of drive... great place to look for a plot.","Too many to outline, this is not the company you were looking for.",MicroSoft
Senior S/W Engineer,3.0,2018-01-12,"Current employee, more than 3 years",Good compensation and benefits packageDepending on group you may find somewhat interesting jobManagement structure is flat and not so many meetings,Very low level of technical expertise as a ruleForget about your careerNothing to learn except bad practicesPM and test do not existCross group collaboration is gonePrepare to do a lot of redundant and not appreciated workOnCalls and open space,MicroSoft
Business Professional,3.0,2011-08-31,Current employee,"Great employee perksAccess to education, learning, trainingSmart peopleGenerally pleasant environment","Culture does not reward creativity or innovation well despite constantly ""seeking"" itAppearance of success more important than actual success at timesHighly perception drivenLots of not so smart people whose main goal is to keep getting paid",MicroSoft
Software Development Engineer In Test (Sdet) I,3.0,2012-12-10,"Former employee, more than 1 year","I had great job security, I worked on impactful products that people know about and use, the salary and benefits were great.  I felt I was able to have a life and not live at the office.","It's a bureaucratic organization where it is hard to innovate.  In many cases, bad management decisions result in poor products being released that don't necessarily provide the user with any benefit.",MicroSoft
Senior Qa/Software Development Engineer In Test,4.0,2015-05-07,"Former employee, more than 10 years",Treats employees very well. Lots of opportunities to learn and grow if you like where the company is heading.,Starting to gravitate too far into the devcentric side and losing sight of the customer experience. Testers are being forced to develop more and spend less time testing. Telemetry is replacing ensuring quality before shipping it out the door.,MicroSoft
Support Account Manager,4.0,2015-07-13,"Former employee, more than 3 years",Working with cutting edge products and a super engaged team.  I probably never had more fun working with a team than the one I reported to here.,Unclear expectations set around multiple vendors.  Too many fire drills for my comfort but we managed them and got through them as best we could.,MicroSoft
Manager (Non-Engr),4.0,2016-10-17,"Former employee, more than 10 years",Lots of good peopleReally good benefitsFlexibility to work from home,Constantly changing. You could have several different managers in a short time frame. High pressure and stress. Work you do can be different than job descriptionLong hours. Expect 60+ as baseline. Fire drillsReview and rewards system,MicroSoft
Principal User Experience Designer,4.0,2018-06-21,"Former employee, more than 10 years","Exciting place to work. You can work on almost anything if you put your mind to it. The company has a good culture now after overcoming some of the overly aggressive ""dude culture"" from earlier years.",Schedule can be tough if you don't manage it well. Many managers will take as much of you as they can get so you need to set reasonable boundaries.,MicroSoft
Editor Ii,4.0,2008-11-24,Current employee,"Considerable opportunity to work in many different types of businesses. Also, the ability to switch between management and individual contributor status throughout one's career while continuing to maintain or increase one's salary grade in the company.","It's huge, and the spread of one's work gets to be overwhelming as a result. Also, the review and compensation model is getting clearer, but is still fairly convoluted and most people have no idea how reviews are formulated.",MicroSoft
Systems Engineer Ii,5.0,2009-07-01,Former employee,"Flex time, telecommuting, I had a great manager who understood need for challenges. The division I worked for  was an awesome bunch of people who liked to party.","Too much silo'ing, not enough information sharing between teams. Fear of layoffs and merging of IT groups caused people to withold information.",MicroSoft
Business Analyst Manager,5.0,2009-09-16,Current employee,"1. Strong focus on people development2. Finance at Microsoft has great programs to recognize exceptional performance3. Very good opportunities to keep moving wihtin the company from accounting, to audit to business partnership / analysis",A large organization. Hence the need to constantly ensure that one's work is visible to senior management. Keep the pressure to perform well always on!,MicroSoft
Software Test Manager,4.0,2010-07-14,Former employee,"Work with smart peopleExcellent discounts on softwareAmazing benefits packageCompensation and work environment is very good, and the company doesn't scrimp on equipment.","Too political in middle managementSteve is not the leader Bill was, now it's all about the moneyReviews are based on a curve rather than individual merit",MicroSoft
Senior Marketing Consultant,4.0,2010-10-28,Former employee,Employment BenefitsTechnology and Infrastructure Global Fortune 500 Career Advancement OpportunitiesContinued EducationSharePoint TechnologiesVision of Technology in the Enterprise and WorkplaceSocial Computing TechnologiesRazor Sharp Management,"Change of Management every 18 monthsLow work/life balancePoor Email culture/ettiquiteKnowledgement Management InfrastructureToo many contractorsFood/cafeteria, health club access should be free of charge to Microsoft Employees",MicroSoft
Doctoral Intern,5.0,2013-09-06,"Former employee, less than 1 year",Researchers here work much like they would in academia on selfdirected projects.Colleagues are smart and able to offer insightful feedback.The facilities are lovely and wellappointed.Pay is generous; vacation time and benefits are more than adequate.,There are very few cons to working at MSR. I worked as a doctoral intern and I was disappointed that there were not more opportunities to be hired fulltime upon finishing my degree.,MicroSoft
Senior Account Technology Specialist (Ats),3.0,2013-12-10,"Former employee, more than 10 years","Great technology, good pay, among the best health benefits, and very smart coworkers. I worked for Microsoft in its heyday and it will be the greatest company I've ever worked for.",In the past 5 years or so Microsoft has become a revenue focused company with licensing being the primary objective of customer interactions & employee measurement.,MicroSoft
3D Track Artist,1.0,2014-12-10,Former employee,"Lots of talent and people to learn from, decent machines to work off of, working on Next Big Game can be exciting,  well stocked kitchen, good parking.","From a contract point of view~  You're going to be disposable as a contract.  The best thing to do about it is just accept it and do your work and not take anything personally.  Don't get starry eyed about maybe going fulltime there, you will find at least a dozen contractors who have been going in and out for years and never gone fulltime and many of them deserve it.  Instead of hiring in, lots of jobs are being outsourced overseas.  When your contract year is up, just take your 100 days off and hope you'll have work when your break is over.  By the way, your ""break"" means unemployment, which means filing at the unemployment office and applying for jobs every week.  This lifestyle as a contract will be forced upon you.Lots of closed door meetings won't include you. You won't have any say on what level you work on, if you're moved to another team, and won't be involved in finding solutions.  Even if you don't have any say in the matter as a junior, there's a lot that can be learned simply by being a part of meetings.You'll be forced to use a contract vendor and they take a huge cut of your salary.  There is no apply directly at Turn10 this seems to be the Microsoft standard.  You will end up working a ton of overtime into the evenings and weekends before deadlines.  Don't be surprised if your lead gets to go home at a decent hour to have dinner because they have ""family"".  You won't be given the same courtesy if you wish to stay valuable, whether or not you have a family of your own.  If it's the holidays and you are forced to take time off due to studio closures, hope you saved up enough money so you don't take a big hit on your paycheck. Many contracts feel forced to work surrounding weekends so they can get a decent few days off for vacation.  Any overtime hours must be preapproved.  Your lead sometimes will try to give you too much work for a 40 hour workweek and you'll be forced to work some unpaid hours to keep up with their demands or have to admit that this is more than 40 hours which makes you ""slow"" work smart, not hard.  But also recognize when the deadlines aren't feasible.Due to the realism of the games, everything will be made off of strict supply of reference.  This can be cool, but if you are an artist that likes to create orcs and dragons etc from an artistic vision rather than a realistic one, this job will be just that  a job. Don't get your hopes up about making anything for your portfolio either, all the cool stuff will most likely be outsourced. Not to mention there's so much overlap in the levels that nothing will really be your own to claim.  Don't be surprised if someone takes the bulk of your work like a model, applies a texture that Tech Art made, and plops it in their portfolio claiming it as their own.If you're not really interested in racecars or motorsports in general, pretend that you do. Learn how to act excited even when you're really not to better fit in with the studio.  Don't bring up any interests you have that will make you seem weird or not part of the team.  See if you can get an invitation to ""Guys Night"" on Tuesdays to get beer with your maleonly coworkers yes, this was a thing.  Never mind the fact that most of the studio is male and that this is excluding the minority.Upper management doesn't care about you personally.  They care if you get stuff done on time and done well so don't get involved and thinking you're making friends with anyone it's best to just accept this early on in order to function.  Fulltime employees are too busy watching out for themselves within the Microsoft foodchain and don't care to mingle with contracts much.People do get sabotaged in to losing their jobs here.  Some leads will hold you back from allowing you to doing your job with conflicting and false instructions, impossible deadlines not just difficult ones, impossible, create bugs and shift the blame to the contract etc.  Upper management, HR, whoever, they don't want to hear about it or deal with it if you're contract.  If the lead says you won't jump high enough, you're out no matter how much evidence you have of the lead being inadequate.   I've never been happier to end a contract.  Out of the few jobs I've had in the game industry this was the worst of the lot.  I would not recommend this to any one planning on going in as contract unless they really need the work.  If you end up at Turn10 as contract never stop looking for other work in the industry.  Don't commit to a job that will never commit to you.",MicroSoft
Contract Marketing,5.0,2016-08-31,Current employee,"I've really enjoyed my experience as a contractor at Microsoft. The team is great, the hours are flexible and the pay is good, although you don't get any benefits.","It's sometimes hard to get access to everything you need, and you have to take a six month break every 18 months.",MicroSoft
Education Sales,4.0,2021-02-10,"Current employee, more than 3 years",Great company culture. Amazing benefits. Overall great company.,For the employees that worked in the former stores that are now doing corporate roles and have been for nearly a year. They like to string employees along with the hopes of becoming a “full corporate employee”.,MicroSoft
Group Content Publishing Manager,5.0,2008-06-11,Current employee,"The caliber of people you get to work with is uniformly high. Advancement is on the basis of merit, not political bootlicking. The pay and benefits are great, conditions are good. You have an opportunity to change the world in ways that improve the lives of millions of people. What's not to like?","It's a really, really, really huge company.",MicroSoft
Test Lab Manager,3.0,2014-08-17,"Former employee, more than 5 years","benefits and people are incredible, abilities to grow are indefinite, flexible schedule allows home and work to get done","stack rank system is terrible enabling constant peer to peer competition ""i'm better than you"" ongoing.",MicroSoft
Technical Service Specialist,5.0,2018-07-12,"Current employee, more than 1 year","Teaches you problem solving skills, allows you to expand your thinking outside of the box.",There could be very busy days and days where there are a couple of upset customers that express themselves in a rude manner. Then again that is every other retail position there are going to be unique customers.,MicroSoft
Surface Specialist,5.0,2022-08-11,"Current employee, more than 5 years","Leadership allows you to define your work style and schedule, so long as you are on target to reach your goals. MS also provides great benefits and competitive pay.","MS does not do a good job promoting from within. Once you're in the door, it is very difficult to get promoted to the next level. Often times people leave MS then return in order to get paid correctly.",MicroSoft
"Partner, Channel Management",3.0,2013-03-10,"Current employee, more than 10 years","Stable income, good benefits, opps for movement...lateral mostly.  Great proving ground in a complicated matrix work environment.  If you can succeed here, you can anywhere!  Opportunities to relocate internationally.. Access to latest Microsoft technologies and good stock, if you can get any.","constant reorgs, limited growth beyond midlevel, highly political, very dependent on political alignment with your line of mgmt. Horrible review system designed to limit growth and potential and pit people against each other.",MicroSoft
Principal Systems Engineer,3.0,2013-04-04,"Current employee, more than 10 years","Surrounded with brilliant peopleGreat overall benefits and coverage medical, dental, 401k matching, ESPP, charitable matching  money and time","Broken review model rewards employees that are best at ""playing the game"" and not the best and brightest employeesManagement has suffered the most from the review model resulting in mediocre at best managers",MicroSoft
Senior Software Engineer Lead,1.0,2014-07-28,"Current employee, more than 10 years","Great products. Great people at the Manager, Lead and IC level.",CEO and coterie of disconnected VP running divisions with no apparent connection to reality.,MicroSoft
Associate Expereince Manager,5.0,2015-07-17,"Current employee, more than 1 year",Great Work Life Balance considering it's retail. Employees are passionate about the product and services. Health insurance is amazing along with other incentives like stay fit reembursment.,The Labor policies didn't make much sense. You are unable to take holiday pay on top of the 40 hrs worked in a week. Instead they forced you to take an extra day off to keep you at 40 hrs paid for the week.,MicroSoft
Human Resources/Recruiting,5.0,2019-04-11,"Current employee, more than 8 years","Culture is becoming more transparent, authentic & vulnerable.  New projects are exciting, high energyLeadership is working to be more selfaccountableStock price","Lots of room to still grow.Still significant favoritism and politicking Inconsistent middle management, misalignment between leadership layers",MicroSoft
Intl Project Engineer,3.0,2010-11-22,Current employee,One of the best reasons to work at Microsoft is the health benfits package which is compelling in contrast to other corps.,"One potential downside working at Microsoft can be the amount of redtape politics, in conbination with carrot and stick management style",MicroSoft
Pm Leadership,3.0,2013-02-19,"Current employee, more than 10 years","Company is really good at Software development processes and it is a great place to learn. Also, there are many exciting projects one can be involved in, either cutting edge or massive scale.",Culture of passive aggressiveness and avoiding risk leads often to mediocre results. The company culture is engineering and as a result other disciplines are not being heard.,MicroSoft
Software Engineering - Various,3.0,2014-01-13,"Former employee, more than 10 years","great place to learn.  smartest people i've ever known. the world has benefitted from their drive, passion, and determination.","also the most cunning, competitive people on the planet.  They'll compete with anyone  if another company is not available, they'll compete with one another.",MicroSoft
Senior Director Product Marketing,4.0,2017-01-14,"Current employee, more than 10 years",Large company with many exciting opportunities and job mobility. Well resourced with promising long term strategy. Compensation and benefits are generous.,"Negative culture at headquarters with overfunctioning engineering team. Cross company initiatives are slowed by too many silos and approvals. ""Growth hacking"" is promoted in word but restrained by bureaucracy in action.",MicroSoft
Escalation Analyst,4.0,2017-02-09,"Former employee, more than 3 years","My position here was a T3 customer support role. It was very analytical and challenging which I think is great and keeps things interesting. I worked with a team that was very flexible in terms of schedule accomodations, the tenured people I worked with were great we all got a long and worked well as a team.","Lack of resources certain vendors/contract positions stifled pay or raises, sometimes mitigation was hindered due to red tape/jurisdiction",MicroSoft
Senior Service Engineer Lead,4.0,2019-03-25,"Current employee, more than 10 years","Lots of great resources to leverage, lots of great people to work with. Extremely important projects to work on.",Depending on what org you are in it can be extremely political and completely unhealthy  typically their projects are not that important and with a few questions and research its not hard to figure out what to avoid.,MicroSoft
Azure Cloud Sales,3.0,2019-08-24,"Current employee, more than 1 year",Relatively high pay if you are willing to sacrifice every other part of your life.,"Zero work life balance, constantly shifting priorities, ridiculous technical requirements that often change direction in midstream, and a group of executives that have only ever sold box software.  It sucks.  Bigtime.",MicroSoft
Customer Success/Account Manager,5.0,2021-08-03,Current employee,"Culture is great and strategy is spot on, if you want to go to work everyday feeling like you have a purpose, then this is a great company to work for.",career progression is not straightforward for people early in career and there's slight preference for external hires to increase diversity of thought,MicroSoft
Network Consultant,2.0,2009-03-18,Former employee,"Great company and great people, great products. It pays well. Safe place to stay put and learn in these tough times. They have broad range of products that you one can choose and learn. Great career growth opportunities. Family friendly atmosphere. They are technically innovative company with eagerness to invest in newer markets either organically or through acquisition. Very professionally managed place.",Big company atmosphere is stifling innovation,MicroSoft
Delivery Manager,3.0,2014-02-19,"Current employee, more than 3 years","Technology stack, smart people, ability to see the efforts of the company applied on a global scale and benefiting all nations.","The culture is about dominating others for personal gain. If you want to see bullies push around smart people who care, this is the place for you. It is encouraged.",MicroSoft
Senior Group Manager,4.0,2019-12-13,"Former employee, more than 5 years","High caliber of people to work with, and collaborative  work environment. Mission of company can drive a lot of ""feelgood"" sentiments. Company walks the walk on supporting community and social courses. Benefits are good and compensation is decent. Reasonable worklife balance but it varies significantly from group to group.","I was in support function and upward mobility was very poor, since people typically stay on until they retire.",MicroSoft
Director Of User Research,5.0,2020-10-06,"Current employee, more than 10 years","Culture, CEO, Flexible, Empathetic, Trustworthy","Evolving, Large, Siloed, Global, veteran",MicroSoft
Senior Partner Marketing Manager,5.0,2021-01-12,"Former employee, more than 8 years","I respect the company's policies and positions. They stand behind their philosophy. Good pay, great benefits. Super smart people.",Can be hard to find a fit unless you have an MBA or CS/CE degree. The opportunities for people who have neither is limited and very popular when there is an opening.,MicroSoft
Analytics Program Manager,4.0,2022-08-01,"Former employee, more than 3 years",>Management policies emphasize employee mental health and workload management. Low toxic environment as compared to companies such as Amazon/Netflix.> Teamwork is appreciated and accounted for during promotion cycle conversations,> Lower salary as compared to peers in the tech industry> Carrer growth is slow > Risk of stagnation and doing a job that is lower than expected. Too many people with a high number of years in experience.,MicroSoft
