Job Title Clean	Job Title Entities	Pros Clean	Pros Entities	Cons Clean	Cons Entities	Cleaned Status	Cleaned Rating	Time	Employment_Type	Role_Type	Duration	Company_Name	combined_text	similarity	x	y	Rating_scaled	Role_Type_contractor	Role_Type_employee	Role_Type_freelancer	Role_Type_internship	Role_Type_temporary	hybrid_similarity	relevance_score	relevant	adjusted_score
adtech consultant	{'NER': [('adtech', 'ORG')], 'ROLES': ['adtech consultant', 'consultant']}	food friend game lifebalance life	{'NER': [], 'ROLES': []}	knowlage learn new job people like work hard	{'NER': [], 'ROLES': ['it']}	Former Employee, More Than 1 Year	4.0	2025-02-05	Former	employee	1 - 3 year	Google	adtech consultant food friend game lifebalance life knowlage learn new job people like work hard employee	0.26889646	45.729706	4.703376	0.75	0.0	1.0	0.0	0.0	0.0	0.19013853404092662	0.5	0	0.44481537
vice president partner	{'NER': [], 'ROLES': ['vice president', 'vice president & partner', 'president', 'partner']}	ibm huge company continuous trasnformation allow work edge technology business trend time ibm different area change completely entire career change employer	{'NER': [('ibm', 'ORG'), ('ibm', 'ORG')], 'ROLES': ['technology', 'many']}	huge company process follow understand need company operate country word	{'NER': [('more than 170', 'CARDINAL')], 'ROLES': []}	Current Employee, More Than 10 Years	5.0	2015-11-19	Current	employee	default	IBM	vice president partner ibm huge company continuous trasnformation allow work edge technology business trend time ibm different area change completely entire career change employer huge company process follow understand need company operate country word employee	0.26233798	-48.788246	-21.579351	1.0	0.0	1.0	0.0	0.0	0.0	0.1855009402294151	0.5	0	0.44481057
project specialist marketing	{'NER': [], 'ROLES': ['project', 'project specialist', 'project specialist - marketing', 'specialist', 'marketing']}	cisco care lot employee big lose chaos chip management great benefit ability work home amazing flexibility company live value culture ton free professional development opportunity like job free education time	{'NER': [('cisco', 'ORG')], 'ROLES': ['management', 'great', 'professional', 'education']}	lot reorg lot contention internal group work	{'NER': [], 'ROLES': []}	Current Employee, More Than 1 Year	5.0	2014-12-23	Current	employee	1 - 3 year	Cisco	project specialist marketing cisco care lot employee big lose chaos chip management great benefit ability work home amazing flexibility company live value culture ton free professional development opportunity like job free education time lot reorg lot contention internal group work employee	0.25580797	-40.586903	12.806167	1.0	0.0	1.0	0.0	0.0	0.0	0.180883532077027	1.5	1	0.4448039
manage service	{'NER': [], 'ROLES': ['managed services', 'services']}	ibm great place work feel job difference client represent ibm make feel comfortable work acknowledge	{'NER': [('ibm', 'ORG'), ('ibm', 'ORG')], 'ROLES': ['great']}	honestly con	{'NER': [], 'ROLES': []}	Former Employee, More Than 10 Years	5.0	2021-10-19	Former	employee	default	IBM	manage service ibm great place work feel job difference client represent ibm make feel comfortable work acknowledge honestly con employee	0.2623321	-39.39157	-33.13124	1.0	0.0	1.0	0.0	0.0	0.0	0.1854968000854207	0.5	0	0.44480062
talent acquisition specialist	{'NER': [], 'ROLES': ['talent', 'talent acquisition', 'talent acquisition specialist', 'acquisition', 'specialist']}	good environment team task office	{'NER': [], 'ROLES': ['good']}	clear	{'NER': [], 'ROLES': []}	Current Employee	4.0	2024-07-16	Current	employee	default	MicroSoft	talent acquisition specialist good environment team task office clear employee	0.24685232	-22.70059	-26.991537	0.75	0.0	1.0	0.0	0.0	0.0	0.17455092597546218	0.5	0	0.44479725
financial controller	{'NER': [], 'ROLES': ['financial controller', 'controller']}	company good cv late software	{'NER': [('cv', 'ORG')], 'ROLES': ['good', 'software']}	low salary contract insurance stock downsizing move hub outside country operation outsource admin india business travel corporate responsibility program social teambuilding contract max length month depend country people new low compensation team presence obvious	{'NER': [('us', 'GPE'), ('india', 'GPE'), ('max', 'PERSON'), ('18 months', 'DATE')], 'ROLES': ['contracts', 'operation', 'admin', 'india']}	Former Employee, More Than 1 Year	2.0	2023-11-14	Former	employee	1 - 3 year	MicroSoft	financial controller company good cv late software low salary contract insurance stock downsizing move hub outside country operation outsource admin india business travel corporate responsibility program social teambuilding contract max length month depend country people new low compensation team presence obvious employee	0.24684055	-17.07602	-6.934254	0.25	0.0	1.0	0.0	0.0	0.0	0.1745426119205642	0.0	0	0.44477603
environmental engineer	{'NER': [], 'ROLES': ['environmental engineer', 'engineer']}	good company good environment employee	{'NER': [], 'ROLES': ['good']}	risk want home	{'NER': [], 'ROLES': ['risk']}	Current Employee, More Than 8 Years	5.0	2022-04-07	Current	employee	default	Google	environmental engineer good company good environment employee risk want home employee	0.2688706	-2.1674805	34.10522	1.0	0.0	1.0	0.0	0.0	0.0	0.19012020769250015	0.5	0	0.44477257
healthcare business analyst	{'NER': [('healthcare business', 'ORG')], 'ROLES': ['healthcare', 'healthcare business analyst', 'business analyst', 'analyst']}	big achieve company google probably work company pride self	{'NER': [], 'ROLES': ['it']}	sorry idea	{'NER': [], 'ROLES': []}	Current Employee, More Than 3 Years	5.0	2019-08-31	Current	employee	>3 year	Google	healthcare business analyst big achieve company google probably work company pride self sorry idea employee	0.26886922	48.64145	23.451097	1.0	0.0	1.0	0.0	0.0	0.0	0.19011924727799664	0.5	0	0.4447703
technical support agent	{'NER': [], 'ROLES': ['technical', 'technical support', 'technical support agent', 'support', 'agent']}	benefit ok contribute pension	{'NER': [], 'ROLES': []}	pay equal coworker lazy idle money position know suck right people team include leave company way treat successful	{'NER': [], 'ROLES': []}	Former Employee, More Than 8 Years	1.0	2014-10-09	Former	employee	default	IBM	technical support agent benefit ok contribute pension pay equal coworker lazy idle money position know suck right people team include leave company way treat successful employee	0.26230752	-8.158522	7.8017955	0.0	0.0	1.0	0.0	0.0	0.0	0.1854794080360829	0.0	0	0.44475892
embeede software engineer	{'NER': [], 'ROLES': ['embeeded software engineer', 'software', 'software engineer', 'engineer']}	streesfree help learn environment	{'NER': [], 'ROLES': []}	work load high m	{'NER': [], 'ROLES': []}	Current Employee, More Than 1 Year	5.0	2021-08-25	Current	employee	1 - 3 year	MicroSoft	embeede software engineer streesfree help learn environment work load high m employee	0.2468264	9.925547	45.36844	1.0	0.0	1.0	0.0	0.0	0.0	0.17453261137466597	0.5	0	0.44475052
online ad trafficker	{'NER': [], 'ROLES': ['online ad trafficker']}	food environment employee relation fun time job responsibilite friday party	{'NER': [('friday', 'DATE')], 'ROLES': ['employee']}	management salary compensation vendor contractor	{'NER': [], 'ROLES': ['management', 'vendor']}	Current Employee	5.0	2012-05-02	Current	employee	default	Google	online ad trafficker food environment employee relation fun time job responsibilite friday party management salary compensation vendor contractor employee	0.2688569	18.659243	-0.29154348	1.0	0.0	1.0	0.0	0.0	0.0	0.19011053310845816	0.5	0	0.44474995
senior technical account manager	{'NER': [], 'ROLES': ['senior technical account manager', 'technical', 'technical account manager', 'account manager', 'manager']}	good corporate benefit lot learn opportunity ceo lead example set good tone people friendly	{'NER': [], 'ROLES': ['good', 'lots', 'ceo', 'good']}	come acquisition company way thing fit cisco way value overlook regularly downsize good people	{'NER': [('cisco', 'GPE')], 'ROLES': ['acquisition', 'good']}	Current Employee	4.0	2020-08-09	Current	employee	default	Cisco	senior technical account manager good corporate benefit lot learn opportunity ceo lead example set good tone people friendly come acquisition company way thing fit cisco way value overlook regularly downsize good people employee	0.25577438	-16.270344	-12.238962	0.75	0.0	1.0	0.0	0.0	0.0	0.18085980471455393	0.5	0	0.44474548
hardware entitlement analyst	{'NER': [], 'ROLES': ['hardware entitlement analyst', 'analyst']}	say work ibm year look good resume	{'NER': [('ibm', 'ORG')], 'ROLES': ['good']}	clunky outdated virtual infrastructure excessive number outsource employee hardly speak english peel paint filthy wall floor break plumbing open sewage year available drinking water building multimillion dollar international corporation ibm cheap company work seriously charge napkin plastic fork employee break room	{'NER': [('english', 'LANGUAGE'), ('multimillion dollar', 'MONEY'), ('ibm', 'ORG')], 'ROLES': ['infrastructure', 'employee']}	Former Employee	1.0	2015-02-25	Former	employee	default	IBM	hardware entitlement analyst say work ibm year look good resume clunky outdated virtual infrastructure excessive number outsource employee hardly speak english peel paint filthy wall floor break plumbing open sewage year available drinking water building multimillion dollar international corporation ibm cheap company work seriously charge napkin plastic fork employee break room employee	0.26228648	-43.052784	-23.620762	0.0	0.0	1.0	0.0	0.0	0.0	0.18546452238703315	0.0	0	0.44472325
senior cloud consultant	{'NER': [], 'ROLES': ['senior cloud consultant', 'cloud consultant', 'consultant']}	employe perk benefit work life balance depend project work home option depend project manager	{'NER': [('employe perks &', 'ORG')], 'ROLES': ['project', 'project', 'project manager', 'manager']}	politic sycophantic culture encourage regional favouritism sense base project experience think hike appraisal sycophant	{'NER': [('one', 'CARDINAL')], 'ROLES': ['regional', 'project', 'its']}	Former Employee, More Than 1 Year	3.0	2024-10-23	Former	employee	1 - 3 year	IBM	senior cloud consultant employe perk benefit work life balance depend project work home option depend project manager politic sycophantic culture encourage regional favouritism sense base project experience think hike appraisal sycophant employee	0.26228175	-28.000513	9.560444	0.5	0.0	1.0	0.0	0.0	0.0	0.1854611843987886	1.0	0	0.44471523
lead backend developer	{'NER': [], 'ROLES': ['lead', 'lead backend developer', 'backend developer', 'developer']}	great people great place learn work	{'NER': [], 'ROLES': ['great', 'great']}	ongoing project different team	{'NER': [], 'ROLES': ['many', 'projects']}	Former Employee	4.0	2020-12-14	Former	employee	default	IBM	lead backend developer great people great place learn work ongoing project different team employee	0.26227677	21.750986	37.980026	0.75	0.0	1.0	0.0	0.0	0.0	0.18545767067524632	0.5	0	0.44470677
system service representative ssr	{'NER': [('ssr', 'ORG')], 'ROLES': ['systems', 'systems service representative', 'systems service representative ssr', 'service', 'representative', 'ssr']}	great work india	{'NER': [('india', 'GPE')], 'ROLES': ['great', 'india']}	bad work job go india	{'NER': [('india', 'GPE')], 'ROLES': ['india']}	Former Employee, More Than 10 Years	2.0	2023-11-06	Former	employee	default	IBM	system service representative ssr great work india bad work job go india employee	0.26226988	-6.5784383	14.66145	0.25	0.0	1.0	0.0	0.0	0.0	0.1854528085698626	0.0	0	0.44469512
healthcare administrator	{'NER': [('healthcare', 'ORG')], 'ROLES': ['healthcare', 'healthcare administrator', 'administrator']}	good work culture great benefit good worklife balance	{'NER': [], 'ROLES': ['good', 'great', 'good']}	company layoff	{'NER': [], 'ROLES': ['many']}	Former Employee	5.0	2024-03-07	Former	employee	default	MicroSoft	healthcare administrator good work culture great benefit good worklife balance company layoff employee	0.24679399	3.976043	-7.913281	1.0	0.0	1.0	0.0	0.0	0.0	0.17450968147556586	0.5	0	0.44469213
process manager	{'NER': [], 'ROLES': ['process manager', 'manager']}	good pay good benefit prestige	{'NER': [], 'ROLES': ['good', 'good']}	high expectation standard work feel like job	{'NER': [], 'ROLES': []}	Current Employee, More Than 3 Years	4.0	2024-03-12	Current	employee	>3 year	Google	process manager good pay good benefit prestige high expectation standard work feel like job employee	0.26881027	2.8243177	-19.799091	0.75	0.0	1.0	0.0	0.0	0.0	0.19007753887101625	1.5	1	0.4446728
senior manager engineering	{'NER': [], 'ROLES': ['senior manager', 'senior manager, engineering', 'manager', 'engineering']}	good group work cisco good learning opportunity supportive management decent reward program transparency decision making	{'NER': [('one', 'CARDINAL'), ('cisco', 'GPE')], 'ROLES': ['good', 'management']}	work life balance little difficult distribute team	{'NER': [], 'ROLES': []}	Current Employee, More Than 3 Years	5.0	2020-06-24	Current	employee	>3 year	Cisco	senior manager engineering good group work cisco good learning opportunity supportive management decent reward program transparency decision making work life balance little difficult distribute team employee	0.25570562	-15.907144	-11.545222	1.0	0.0	1.0	0.0	0.0	0.0	0.18081116450784585	0.5	0	0.44462594
community service officer	{'NER': [], 'ROLES': ['community service officer', 'service', 'officer']}	friendly environment culture	{'NER': [], 'ROLES': []}	discover far	{'NER': [], 'ROLES': []}	Current Employee, More Than 1 Year	4.0	2020-02-03	Current	employee	1 - 3 year	IBM	community service officer friendly environment culture discover far employee	0.2622262	23.823679	-11.324346	0.75	0.0	1.0	0.0	0.0	0.0	0.18542189194765976	0.5	0	0.44462103
senior rpa developer	{'NER': [], 'ROLES': ['senior rpa developer', 'rpa developer', 'developer']}	lot tech learn utilize	{'NER': [], 'ROLES': ['tech']}	underpaid bonus minimal bonus stock option	{'NER': [], 'ROLES': []}	Current Employee, More Than 1 Year	3.0	2020-08-17	Current	employee	1 - 3 year	IBM	senior rpa developer lot tech learn utilize underpaid bonus minimal bonus stock option employee	0.26220554	17.037807	31.141453	0.5	0.0	1.0	0.0	0.0	0.0	0.18540732290089101	0.0	0	0.444586
senior agent sme end end specialist	{'NER': [], 'ROLES': ['senior agent/sme/end to end specialist', 'agent', 'sme', 'specialist']}	good salary opportunity travel opportunity advancement	{'NER': [], 'ROLES': ['good']}	nepotism horrible work life balance lack define job title draconian management practice distinct lack regard agree contract	{'NER': [], 'ROLES': ['management', 'contracts']}	Former Employee, More Than 1 Year	2.0	2014-06-18	Former	employee	1 - 3 year	IBM	senior agent sme end end specialist good salary opportunity travel opportunity advancement nepotism horrible work life balance lack define job title draconian management practice distinct lack regard agree contract employee	0.26219934	-15.696264	-0.03544963	0.25	0.0	1.0	0.0	0.0	0.0	0.18540293452008805	1.0	0	0.4445755
security administrator	{'NER': [], 'ROLES': ['security', 'security administrator', 'administrator']}	homeworke depend team generally nice pleasing coworker flexibility	{'NER': [], 'ROLES': []}	pay grade generally company yearly salary increase percentage depend pbc lot bureucracy	{'NER': [('yearly', 'DATE'), ('pbc', 'ORG')], 'ROLES': ['lots']}	Current Employee, More Than 5 Years	4.0	2015-07-21	Current	employee	default	IBM	security administrator homeworke depend team generally nice pleasing coworker flexibility pay grade generally company yearly salary increase percentage depend pbc lot bureucracy employee	0.2621801	3.9012077	13.300726	0.75	0.0	1.0	0.0	0.0	0.0	0.18538929117346153	1.5	1	0.44454286
executive customer experience officer	{'NER': [], 'ROLES': ['executive', 'executive customer experience officer', 'customer', 'customer experience', 'officer']}	salary pay time	{'NER': [], 'ROLES': []}	promote especially branch level	{'NER': [], 'ROLES': ['it']}	Current Employee	4.0	2023-06-08	Current	employee	default	Co-Operative	executive customer experience officer salary pay time promote especially branch level employee	0.22568175	14.96302	-28.252777	0.75	0.0	1.0	0.0	0.0	0.0	0.15958108743374105	1.5	1	0.44452167
oftwre engineert	{'NER': [], 'ROLES': ['oftwre engineert']}	good salary structure good environment	{'NER': [], 'ROLES': ['good', 'good']}	con observe smooth	{'NER': [], 'ROLES': []}	Former Employee, More Than 1 Year	4.0	2019-04-02	Former	employee	1 - 3 year	IBM	oftwre engineert good salary structure good environment con observe smooth employee	0.26216725	-3.7977238	38.11215	0.75	0.0	1.0	0.0	0.0	0.0	0.1853802170776654	1.5	1	0.44452107
asic design verification engineer	{'NER': [('asic design verification', 'ORG')], 'ROLES': ['asic design verification engineer', 'design verification engineer', 'verification engineer', 'engineer']}	great benefit amazing people	{'NER': [], 'ROLES': ['great']}	mature product mean chance innovation huge team mean low visibility	{'NER': [], 'ROLES': []}	Current Employee	4.0	2024-12-15	Current	employee	default	Google	asic design verification engineer great benefit amazing people mature product mean chance innovation huge team mean low visibility employee	0.2687174	-10.714183	42.816235	0.75	0.0	1.0	0.0	0.0	0.0	0.19001189591027912	0.5	0	0.4445192
junior site engineer	{'NER': [], 'ROLES': ['junior site engineer', 'site engineer', 'engineer']}	learn thing	{'NER': [], 'ROLES': ['many']}	con perfect	{'NER': [], 'ROLES': []}	Former Employee, Less Than 1 Year	5.0	2021-03-21	Former	employee	<1 year	Google	junior site engineer learn thing con perfect employee	0.26871112	23.207798	40.277893	1.0	0.0	1.0	0.0	0.0	0.0	0.19000744099253247	0.5	0	0.4445088
sfdc administrator	{'NER': [], 'ROLES': ['sfdc administrator', 'administrator']}	good employee friendly	{'NER': [], 'ROLES': ['good', 'employee']}	good con	{'NER': [], 'ROLES': ['good']}	Current Employee, More Than 3 Years	5.0	2023-06-02	Current	employee	>3 year	IBM	sfdc administrator good employee friendly good con employee	0.26215792	14.441422	-3.5327563	1.0	0.0	1.0	0.0	0.0	0.0	0.18537362044623013	0.5	0	0.44450527
client solution executive	{'NER': [], 'ROLES': ['client solution executive', 'solution', 'executive']}	number highly motivated smart ethical peer employ ibm global service outsourcing business particular hotbed creativity ibm global service case excellent job decentralize decision make allow creative juice flow develop clientfacing solution ibm propensity allow people work highly satisfying policy case truly care work long expect employee time	{'NER': [('ibm', 'ORG'), ('ibm', 'ORG'), ('ibm', 'ORG')], 'ROLES': ['services', 'services', 'many', 'creative', 'policy', 'it', 'employee', 'it']}	management completely forthcoming time executive review work complete stressful circumstance frustrate occasionally executive reveal motivation end product architecte meet expectation run compensation high perform nonmanagement sale type room improvement downside current environment clear sight career advancement opportunity highly qualified people stick wrong position long annual chip away nonsalary benefit program true company source irritation	{'NER': [('first', 'ORDINAL')], 'ROLES': ['management', 'executive', 'product', 'sales', 'many']}	Former Employee	3.0	2008-06-11	Former	employee	default	IBM	client solution executive number highly motivated smart ethical peer employ ibm global service outsourcing business particular hotbed creativity ibm global service case excellent job decentralize decision make allow creative juice flow develop clientfacing solution ibm propensity allow people work highly satisfying policy case truly care work long expect employee time management completely forthcoming time executive review work complete stressful circumstance frustrate occasionally executive reveal motivation end product architecte meet expectation run compensation high perform nonmanagement sale type room improvement downside current environment clear sight career advancement opportunity highly qualified people stick wrong position long annual chip away nonsalary benefit program true company source irritation employee	0.26215664	-40.721714	-16.57218	0.5	0.0	1.0	0.0	0.0	0.0	0.1853727070971544	0.0	0	0.4445031
customer delivery engineering technical leader	{'NER': [], 'ROLES': ['customer', 'customer delivery engineering technical leader', 'delivery', 'engineering', 'engineering technical leader', 'technical', 'technical leader']}	like minded people love work	{'NER': [], 'ROLES': []}	salary time industry standard	{'NER': [], 'ROLES': []}	Current Employee, More Than 10 Years	5.0	2023-12-19	Current	employee	default	Cisco	customer delivery engineering technical leader like minded people love work salary time industry standard employee	0.25563127	-15.418724	23.029726	1.0	0.0	1.0	0.0	0.0	0.0	0.18075858145665294	0.5	0	0.44449663
customer solution professional	{'NER': [], 'ROLES': ['customer', 'customer solutions professional', 'professional']}	great dental medical benefit good good vacation holiday policy good work environment fraternity vibe tech company	{'NER': [], 'ROLES': ['great', 'good', 'good', 'policy', 'good', 'vibe', 'tech']}	red tape leadership disconnect field particularly sale travel rule lousy	{'NER': [], 'ROLES': ['leadership', 'sales']}	Current Employee, More Than 5 Years	4.0	2019-05-02	Current	employee	default	IBM	customer solution professional great dental medical benefit good good vacation holiday policy good work environment fraternity vibe tech company red tape leadership disconnect field particularly sale travel rule lousy employee	0.2621415	-13.159075	0.05477406	0.75	0.0	1.0	0.0	0.0	0.0	0.1853620366372551	0.5	0	0.4444774
contract staffing consultant recruiter	{'NER': [], 'ROLES': ['contract staffing consultant (recruiter)', 'staffing', 'staffing consultant', 'consultant', 'recruiter']}	microsoft offer great diverse career opportunity business group support lead seasoned microsoft technology leader believe offer work life balance high expectation exceptional performance agree commitment	{'NER': [('microsoft', 'ORG'), ('microsoft technology', 'ORG')], 'ROLES': ['microsoft', 'great', 'business group', 'microsoft', 'technology', 'technology leader']}	internal movement highly encouraged great upside individual difficult continuity information knowledge sharing operationalize strategy procedure etc	{'NER': [], 'ROLES': ['great', 'it', 'strategy']}	Former Employee	4.0	2009-08-25	Former	employee	default	MicroSoft	contract staffing consultant recruiter microsoft offer great diverse career opportunity business group support lead seasoned microsoft technology leader believe offer work life balance high expectation exceptional performance agree commitment internal movement highly encouraged great upside individual difficult continuity information knowledge sharing operationalize strategy procedure etc employee	0.24667312	41.39019	5.3752575	0.75	0.0	1.0	0.0	0.0	0.0	0.17442420906126377	0.5	0	0.44447434
carer	{'NER': [], 'ROLES': ['carer']}	earn potential learn new thing	{'NER': [], 'ROLES': []}	work flexibility work schedule	{'NER': [], 'ROLES': []}	Former Employee	5.0	2023-04-07	Former	employee	default	Google	carer earn potential learn new thing work flexibility work schedule employee	0.26868963	-21.922182	1.1115469	1.0	0.0	1.0	0.0	0.0	0.0	0.18999222745685002	0.5	0	0.44447324
senior safety manager	{'NER': [], 'ROLES': ['senior safety manager', 'safety', 'safety manager', 'manager']}	oversee health safety ibm learning session available outside useful interesting valueadde person learning applicable onthejob likewise life general outside corporate environment	{'NER': [('ibm', 'ORG'), ('h&s', 'PERSON')], 'ROLES': ['safety', 'many', 'general']}	leader look closely area understaffed work dependency area	{'NER': [], 'ROLES': []}	Current Employee, More Than 8 Years	5.0	2020-12-17	Current	employee	default	IBM	senior safety manager oversee health safety ibm learning session available outside useful interesting valueadde person learning applicable onthejob likewise life general outside corporate environment leader look closely area understaffed work dependency area employee	0.26213583	-17.43791	-4.7846355	1.0	0.0	1.0	0.0	0.0	0.0	0.1853580109847653	0.5	0	0.4444678
rating analyst	{'NER': [], 'ROLES': ['rating analyst', 'analyst']}	pay fast reliable	{'NER': [], 'ROLES': []}	work drop worker	{'NER': [], 'ROLES': []}	Current Employee, More Than 10 Years	5.0	2025-01-14	Current	employee	default	Google	rating analyst pay fast reliable work drop worker employee	0.268686	23.379635	13.093156	1.0	0.0	1.0	0.0	0.0	0.0	0.18998966755143581	1.5	1	0.44446722
senior process executive	{'NER': [], 'ROLES': ['senior process executive', 'process executive', 'executive']}	google place work nice facility	{'NER': [('google', 'ORG')], 'ROLES': []}	share con company	{'NER': [], 'ROLES': []}	Current Employee, More Than 3 Years	4.0	2021-10-27	Current	employee	>3 year	Google	senior process executive google place work nice facility share con company employee	0.2686845	50.335598	19.532953	0.75	0.0	1.0	0.0	0.0	0.0	0.18998862706464564	0.5	0	0.44446474
senior package solution consultant sap mm ariba	{'NER': [('sap mm', 'PERSON'), ('ariba', 'ORG')], 'ROLES': ['senior package solution consultant', 'senior package solution consultant sap mm/ariba', 'package solution consultant', 'solution', 'solution consultant', 'consultant', 'consultant sap', 'sap', 'sap mm']}	knowledge transfer new technology offshore assignment	{'NER': [], 'ROLES': []}	organisation centric need focus employee	{'NER': [], 'ROLES': []}	Current Employee, More Than 3 Years	4.0	2019-03-30	Current	employee	>3 year	IBM	senior package solution consultant sap mm ariba knowledge transfer new technology offshore assignment organisation centric need focus employee employee	0.2621289	-0.012795465	-66.27458	0.75	0.0	1.0	0.0	0.0	0.0	0.18535312802802348	0.5	0	0.44445604
sr financial analyst	{'NER': [], 'ROLES': ['sr. financial analyst', 'financial analyst', 'analyst']}	great training opportunity company	{'NER': [], 'ROLES': ['great', 'training']}	general uncertainty job stability	{'NER': [], 'ROLES': ['general']}	Former Employee, More Than 1 Year	5.0	2023-11-08	Former	employee	1 - 3 year	MicroSoft	sr financial analyst great training opportunity company general uncertainty job stability employee	0.24664924	13.823774	10.394403	1.0	0.0	1.0	0.0	0.0	0.0	0.17440731801552795	0.5	0	0.4444313
aws solution architect	{'NER': [('aws solutions', 'ORG')], 'ROLES': ['aws', 'aws solutions architect', 'solutions architect', 'architect']}	food egg freeze employee	{'NER': [], 'ROLES': []}	lot work long hour	{'NER': [('long hours', 'TIME')], 'ROLES': ['lots']}	Former Employee	5.0	2023-09-23	Former	employee	default	Google	aws solution architect food egg freeze employee lot work long hour employee	0.26866284	-10.330195	66.77219	1.0	0.0	1.0	0.0	0.0	0.0	0.18997330710749238	0.5	0	0.44442892
data analytic	{'NER': [], 'ROLES': ['data analytic']}	great place work diversified people	{'NER': [], 'ROLES': ['great']}	con love great place	{'NER': [], 'ROLES': ['it', 'great']}	Former Employee, More Than 1 Year	4.0	2023-01-23	Former	employee	1 - 3 year	Google	data analytic great place work diversified people con love great place employee	0.26865518	36.443058	12.165032	0.75	0.0	1.0	0.0	0.0	0.0	0.1899679077553625	0.5	0	0.44441625
firmware engineer	{'NER': [], 'ROLES': ['firmware engineer', 'engineer']}	good work life balance	{'NER': [], 'ROLES': ['good', 'work and life balance']}	limited field grow	{'NER': [], 'ROLES': []}	Former Employee, More Than 10 Years	4.0	2024-02-23	Former	employee	default	Cisco	firmware engineer good work life balance limited field grow employee	0.25557005	-5.965223	43.11419	0.75	0.0	1.0	0.0	0.0	0.0	0.18071530755758303	0.5	0	0.4443902
gbs federal marketing leader	{'NER': [('gbs federal marketing', 'ORG')], 'ROLES': ['gbs federal marketing leader', 'marketing', 'marketing leader']}	innovative company work home culture client mission come super smart people change world watson	{'NER': [('first', 'ORDINAL'), ('watson', 'PERSON')], 'ROLES': []}	big inperson training hard come hard division	{'NER': [], 'ROLES': ['training']}	Current Employee, More Than 1 Year	4.0	2016-08-04	Current	employee	1 - 3 year	IBM	gbs federal marketing leader innovative company work home culture client mission come super smart people change world watson big inperson training hard come hard division employee	0.26207528	-46.024235	-11.147261	0.75	0.0	1.0	0.0	0.0	0.0	0.1853151972321174	1.5	1	0.44436514
public affair manager	{'NER': [], 'ROLES': ['public affairs manager', 'manager']}	great sense teamwork care employee	{'NER': [], 'ROLES': ['great']}	start hierarchical business grow	{'NER': [], 'ROLES': []}	Former Employee, More Than 5 Years	5.0	2021-09-08	Former	employee	default	Google	public affair manager great sense teamwork care employee start hierarchical business grow employee	0.26861227	12.757922	-24.327936	1.0	0.0	1.0	0.0	0.0	0.0	0.1899375319859547	0.5	0	0.44434527
writer ii	{'NER': [], 'ROLES': ['writer', 'writer ii']}	great environment workawesome benefitsthere plenty oppertunitiestraine career development support availablesome great people work learn	{'NER': [], 'ROLES': ['great', 'support', 'great']}	oversight poor management review kill careersome manager give role readytoo clique trible knowledge teamssome senior manager global decision personal reason understand real company impactsome manager use fear leadership mean provide incentive	{'NER': [], 'ROLES': ['management', 'many', 'leadership']}	Former Employee	3.0	2011-08-17	Former	employee	default	MicroSoft	writer ii great environment workawesome benefitsthere plenty oppertunitiestraine career development support availablesome great people work learn oversight poor management review kill careersome manager give role readytoo clique trible knowledge teamssome senior manager global decision personal reason understand real company impactsome manager use fear leadership mean provide incentive employee	0.24659799	-27.401428	-8.265927	0.5	0.0	1.0	0.0	0.0	0.0	0.17437109196054498	1.0	0	0.44433898
creative marketer	{'NER': [], 'ROLES': ['creative', 'creative marketer', 'marketer']}	amazing benefit wonderful people global work	{'NER': [], 'ROLES': []}	bureaucracy indecisiveness leadership time get tough culture lose luster	{'NER': [], 'ROLES': ['leadership']}	Current Employee	4.0	2023-06-28	Current	employee	default	Google	creative marketer amazing benefit wonderful people global work bureaucracy indecisiveness leadership time get tough culture lose luster employee	0.26859578	-16.762957	-31.86395	0.75	0.0	1.0	0.0	0.0	0.0	0.18992589281137134	0.5	0	0.444318
work home customer service representative	{'NER': [], 'ROLES': ['work from home customer service representative', 'customer', 'customer service', 'customer service representative', 'service', 'representative']}	good work environment good communication	{'NER': [], 'ROLES': ['good', 'good']}	find con work google	{'NER': [], 'ROLES': []}	Current Employee	5.0	2022-01-26	Current	employee	default	Google	work home customer service representative good work environment good communication find con work google employee	0.26858556	50.78062	21.152683	1.0	0.0	1.0	0.0	0.0	0.0	0.18991863831706757	0.5	0	0.44430107
